PRDUCT,ENTRPS,RTRVL_RESN,ENFRC_YN,RTRVL_CMMND_DT,RECALL_COMMAND_DATE,ITEM_SEQ,BIZRNO,STD_CD,MAPPED_ITEM_SEQ
"삼성로수바스타틴정20밀리그램(로수바스타틴칼슘)","삼성제약(주)","바코드 오류에 따른 영업자 회수",N,20260430000000,20260401,201900333,2078100726,"8806423073100,8806423073117,8806423073124",
"엑스페인정","(주)한독","니트로사민류 불순물(N-nitroso-desmethyl-tramadol)의 일일 섭취허용량을 초과한 특정 제조단위에 대한 영업자회수",N,20260429000000,20260401,200706110,2208100530,"8806521050706,8806521050713,8806521050720,8806700006401,8806700006418,8806700006425,8806700006432",
"엑스페인세미정","(주)한독","니트로사민류 불순물(N-nitroso-desmethyl-tramadol)의 일일 섭취허용량을 초과한 특정 제조단위에 대한 영업자회수",N,20260429000000,20260401,200706109,2208100530,"8806521051000,8806521051017,8806521051024,8806700006302,8806700006319,8806700006326,8806700006333",
"마데카솔케어연고","동국제약(주)","포장재 불량(코팅 벗겨짐)에 따른 영업자 회수",N,20260429000000,20260401,200903973,3018508241,"8806534016409,8806534016416,8806534016423",200903973
"엔탭허브골쇄보","(주)엔탭허브","성상",Y,20260403000000,20260331,201900582,3308101200,"8800626002806,8800626002813,8800626002820",
"자연세상유백피","(주)자연세상","성상",Y,20260403000000,20260331,201800362,1278641862,"8800675008507,8800675008514,8800675008521,8800675008538,8800675008545",
"1.아딘폴거품세정액, 2.덴티오클렌저, 3.퓨리덴구강장치세정제, 4.스마일폼의치세정제, 5.파로덱스의치세정제, 6.덴탈비프로클리어구강장치세정제, 7.소피오티클리어구강장치세정제, 8.미라클구강장치세정폼, 9.닥트러스트리치폼구강장치세정제, 10.프로덴티브큐잇클리어구강장치세정폼, 11.퓨어덴티구강장치세정액, 12.닥터덴구강장치세정제","(주)성원제약","아딘폴거품세정액 품질부적합(탄산수소나트륨 확인 및 함량시험)",Y,"",20260331,202500553,2048175757,"",
"1.퓨어검덴탈케어치약, 2.아쉬세븐옐로프레쉬치약, 3.씨에이치올인원치약, 4.리브러쉬오랄케어솔루션습관치약, 5.덴탈더블케어치약, 6.이처럼토탈케어치약, 7.러버스올케어치약(모과향), 8.웰비네추럴밸런스치약, 9.리브러쉬오우트밀잇몸케어치약, 10.리브러쉬브레스케어치약, 11.리브러쉬검케어치약","(주)성원제약","품질부적합 우려(리브러쉬브레스케어치약)",N,"",20260331,201700189,2048175757,"",
"1.잇몸케어플러스치약, 2.성원잇몸케어플러스치약","(주)성원제약","품질부적합 우려(성원잇몸케어플러스치약)",N,"",20260331,201203603,2048175757,"",
"뉴키토플러스원치약(수출명: Newchito Plus One Toothpaste), 아파타이트뉴키토플러스원치약(수출명:Apatite Newchito Plus One Toothpaste), 닥투스키토케어치약(Doctooth Chito Care Toothpaste), 뉴플치약","(주)성원제약","품질부적합 우려(뉴키토플러스원치약)",N,"",20260331,200305540,2048175757,"",
"1.굿모닝미소지은이프레쉬치약, 2.원투스클리닉치약, 3.라덴스포마덜치약, 4.티앤에스요즘치약, 5.뷔에르엔프리미엄오르셀치약, 6.튼튼맘스프레시치약(루이보스향), 7.코코시크치약, 8.블링투치약, 9.휘아푸카치약, 10.매스티키스청신케어매스틱치약, 11.매스티키스청결샤인매스틱치약, 12.매스티키스골드투치약, 13.허브씨드치약, 14.이센치약, 15.비앙투스치약, 16.매스티키즈투치약(딸기향), 17.퀀텀투스케어치약, 18.제이베럴즈치약(스피아민트향), 19.니써바퀀텀투스케어치약, 20.착한노력치약, 21.후하치약, 22.미미보프리미엄치약, 23.닥터클러브치약, 24.모닝브레스오션프레시치약, 25.사우나랩스멀티케어내추럴치약, 26.엔지일일공공치약, 27.성원프레쉬치약, 28.다온레드파인쿨치약, 29.라이프지프레쉬브레스치약, 30.더마레딕스치석케어치약, 31.엠비엘에스덴탈치약, 32.바니티스육공치약(사과향), 33.씨프레쉬플러스치약, 34.달시엔코리쎈치약, 35.엔트리구강케어치약, 36.드림구강엔비타치약, 37.뮤직스케치치약, 38.비코드데일리콜로치약","(주)성원제약","품질부적합 우려(매스티키스골드투치약)",N,"",20260331,201904809,2048175757,"",
"1.굿모닝미소지은이프레쉬치약, 2.원투스클리닉치약, 3.라덴스포마덜치약, 4.티앤에스요즘치약, 5.뷔에르엔프리미엄오르셀치약, 6.튼튼맘스프레시치약(루이보스향), 7.코코시크치약, 8.블링투치약, 9.휘아푸카치약, 10.매스티키스청신케어매스틱치약, 11.매스티키스청결샤인매스틱치약, 12.매스티키스골드투치약, 13.허브씨드치약, 14.이센치약, 15.비앙투스치약, 16.매스티키즈투치약(딸기향), 17.퀀텀투스케어치약, 18.제이베럴즈치약(스피아민트향), 19.니써바퀀텀투스케어치약, 20.착한노력치약, 21.후하치약, 22.미미보프리미엄치약, 23.닥터클러브치약, 24.모닝브레스오션프레시치약, 25.사우나랩스멀티케어내추럴치약, 26.엔지일일공공치약, 27.성원프레쉬치약, 28.다온레드파인쿨치약, 29.라이프지프레쉬브레스치약, 30.더마레딕스치석케어치약, 31.엠비엘에스덴탈치약, 32.바니티스육공치약(사과향), 33.씨프레쉬플러스치약, 34.달시엔코리쎈치약, 35.엔트리구강케어치약, 36.드림구강엔비타치약, 37.뮤직스케치치약, 38.비코드데일리콜로치약","(주)성원제약","품질부적합 우려(엔트리구강케어치약)",N,"",20260331,201904809,2048175757,"",
"프로토픽연고0.1%(타크로리무스수화물)","레오파마(유)","2차 포장용기(카톤)의 표시기재 사항(효능효과) 오기에 따른 영업자 회수※ 0.03%의 효능효과로 표시함.",N,20260402000000,20260330,200511279,1048647640,"8806267001109,8806267001116,8806267001123,8806772001502,8806772001519,8806772001526",
"프레벨액0.25%(프레드니카르베이트)","태극제약(주)","직접용기의 불량(누설)에 따른 영업자 회수",N,"",20260330,200401147,1248134163,"8806448029205,8806448029212,8806448029229,8806448029236,8806448029243,8806448029250",
"타나민정(은행엽건조엑스)<수출명:디멘탈정(은행엽건조엑스)>","(주)유유제약","표시기재 일부 누락(바코드)에 따른 영업자 회수",N,20260413000000,20260327,199300303,1238101790,"8806445011203,8806445011210,8806445011227,8806445011234,8806445011241,8806445011258,8806445011265,8806445011272,8806445011289,8806445011296",
"타나민정80밀리그램(은행엽건조엑스)","(주)유유제약","표시기재 일부 누락(바코드)에 따른 영업자 회수",N,20260413000000,20260327,199700379,1238101790,"8806445011401,8806445011418,8806445011425,8806445011432,8806445011449,8806445011456,8806445011463,8806445011470,8806445011487",
"타나민정120밀리그람(은행엽건조엑스)","(주)유유제약","표시기재 일부 누락(바코드)에 따른 영업자 회수",N,20260413000000,20260327,199900185,1238101790,"8806445011302,8806445011319,8806445011326,8806445011333,8806445011340,8806445011357,8806445011364,8806445011371,8806445011388,8806445011395,8806445034516",
"소폐탕엑스과립(소청룡탕)","경방신약(주)","이물 혼입 우려에 따른 영업자회수",N,20260424000000,20260324,200404345,1318151063,"8806613026107,8806613026114,8806613026121,8806613026138,8806613026145,8806613026152,8806613026169,8806613026176",
"타나민정240밀리그램(은행엽건조엑스)","(주)유유제약","표시기재 일부누락(바코드)에 따른 영업자 회수",N,20260414000000,20260324,202301173,1238101790,"8806445034301,8806445034318,8806445034325,8806445034332,8806445034349,8806445034356,8806445034363,8806445034370",
"에이스덴탈거즈","에이스메디칼(주)","품질부적합(형상)",Y,20260408000000,20260323,201703988,4568501548,"",
"뉴키토플러스원치약(수출명: Newchito Plus One Toothpaste), 아파타이트뉴키토플러스원치약(수출명:Apatite Newchito Plus One Toothpaste), 닥투스키토케어치약(Doctooth Chito Care Toothpaste), 뉴플치약","(주)성원제약","품질부적합 우려(뉴키토플러스원치약)",Y,20260408000000,20260323,200305540,2048175757,"",
"울트라뉴정","(주)시어스제약","불순물(N-nitroso-desmethyl-tramadol) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자 회수",N,"",20260318,201902260,5768100700,"8806890006304,8806890006311,8806890006328,8806890006335",
"글립타이드정200밀리그람(설글리코타이드)","삼일제약(주)","‘설글리코타이드’ 제제에 대한 재평가 결과, 유용성 미입증",Y,20260409000000,20260316,200400587,1348500765,"8806439000206,8806439000213,8806439000220,8806439000237",
"트리암시놀론주사40밀리그램(트리암시놀론아세토니드)","동광제약(주)","이물 혼입 우려에 따른 영업자회수",N,20260416000000,20260313,197500023,2018644250,"8806459030009,8806459030016,8806459030023,8806459030030,8806459030047",
"씨오르브이라인핏보건용마스크(KF94)(대형,중형,소형)(흰색,검정색,진한회색,연한상아색,연분홍색)","주식회사아맥스","이물 혼입 우려에 따른 영업자회수",N,20260320000000,20260313,202501413,1268172805,"",
"위더셋정","위더스제약(주)","불순물(N-nitro-desmethyl-tramadol) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자 회수",N,20260410000000,20260312,200805152,1258522182,"8806607021507,8806607021514,8806607021521,8806607021538,8806607021545",
"영천약초도매시장건강","영천약초도매시장주식회사","정량법, 6-징게롤 시험 부적합",Y,20260320000000,20260312,201503344,3538100034,"8800651001003,8800651001010,8800651001027,8800651001034,8800651001041,8800651001058",
"풍산시호","풍산주식회사","순도, 이물 시험 부적합",Y,20260320000000,20260312,199303874,5088102535,"8800679005007,8800679005014,8800679005021",
"풍산창출","풍산주식회사","확인, 순도 시험 부적합",Y,20260320000000,20260312,199303869,5088102535,"8800679008305,8800679008312,8800679008329",
"듀오스탑캡슐","(주)다산제약","표시기재 일부 누락(용법용량)에 따른 영업자 회수",N,20260316000000,20260309,202400117,1058184395,"8806786021008,8806786021015",202400117
"나음음양곽","(주)나음제약","정량법(이카리인)",Y,20260316000000,20260309,201904949,2828601283,"8800645013609,8800645013616,8800645013623",
"엔탭허브구기자","(주)엔탭허브","잔류농약(뷰프로페진)",Y,20260316000000,20260309,201900577,3308101200,"8800626003704,8800626003711,8800626003728",
"이풀잎시호","(주)이풀잎제약","순도시험 1)이물 가) 줄기 및 잎",Y,20260316000000,20260309,200802074,1328195026,"8800660008901,8800660008918,8800660008925,8800660008932,8800660008949",
"현진강황","(주)현진제약","정량법(쿠르쿠민, 데메톡시쿠르쿠민 및 비스데메톡시쿠르쿠민의 합)",Y,20260316000000,20260309,202000165,2048189192,"8800648032706,8800648032713,8800648032720,8800648032737,8800648032744,8800648032751",
"에이스이엔티거즈","에이스메디칼(주)","품질부적합 우려",N,20260408000000,20260309,201100673,4568501548,"",
"에이스멸균탈지면","에이스메디칼(주)","품질부적합 우려",N,20260408000000,20260309,201100682,4568501548,"",
"리피뎀주","비브라운코리아(주)","시판 후 안정성시험 결과 불용성미립자 기준 초과에 따른 영업자 회수",N,20260306000000,20260306,201005585,1208156485,"8806674007800,8806674007817,8806674007909,8806674007916,8806674008005,8806674008012",
"셀비다정","미래바이오제약(주)","품질부적합(주성분 함량미달)",Y,"",20260304,202102839,1258139744,"8806575038507,8806575038514,8806575038521",
"유코빅포르테정","미래바이오제약(주)","품질부적합(주성분 함량미달)",Y,"",20260304,201605514,1258139744,"8806575030808,8806575030815,8806575030822,8806575030839,8806575030846",
"헤파코엔플러스정","미래바이오제약(주)","품질부적합(주성분 함량미달)",Y,"",20260304,202106244,1258139744,"8806575039207,8806575039214,8806575039221,8806575039238",
"리나틴정(리나글립틴)","제일약품(주)","시판후 안정성 시험에서 일부 항목(주성분 함량) 기준 일탈에 따른 영업자 회수",N,20260427000000,20260303,201903610,2428500620,"8806454055304,8806454055311",
"케이에이투디라이트황사방역마스크(KF94)(소형)(흰색)","주식회사쿠스","품질 부적합 (분진포집효율)",Y,20260401000000,20260303,202200955,5668801598,"",
"클라제투디황사방역마스크(KF94)(흰색)","케이지메디텍주식회사","품질 부적합 (분진포집효율)",Y,20260528000000,20260303,202102723,6698700396,"",
"1.미담황사방역마스크(KF94)(대형)(진한황녹색), 2.미담황사방역마스크(KF94)(대형)(연회색), 3.미담황사방역마스크(KF94)(대형)(연한황색)","주식회사미담","품질 부적합 (분진포집효율)",Y,20260424000000,20260303,202204544,7978101719,"",
"트라톨주(트라마돌염산염)","(주)씨엠지제약","불순물(N-nitro-desmethyl-tramadol) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자 회수",N,20260323000000,20260227,201907980,1348171976,"8806486039600,8806486039617,8806486039624",
"에스포린점안액0.05%(사이클로스포린)(1회용)","삼천당제약(주)","외부포장과 실제 내용물이 상이한 제품 발견에 따른 영업자 회수[외부포장: 에스포린점안액, 내용물:라타스트점안액]",N,20260416000000,20260227,201110112,1248104295,"8806512036801,8806512036818,8806512036825,8806512055109,8806512055116,8806512055123,8806512055208,8806512055215,8806512055222",
"가스트로그라핀","바이엘코리아(주)","불순물(N-Nitroso-Meglumine) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자 회수",N,"",20260226,200800685,1208100467,"8806411004109,8806411004116",
"시나세트정(시나칼세트염산염)","알보젠코리아(주)","불순물(N-nitroso-Cinacalcet) 초과 검출 우려에 따른 사전예방적 조치로 시중 유통품에 대한 영업자 회수",N,20260401000000,20260225,201606563,2158121950,"8806526063305,8806526063312",
"에이스에스픽스","에이스메디칼(주)","품질부적합(점착력 시험)",Y,20260408000000,20260225,202003160,4568501548,"",
"대한관류용멸균생리식염수","대한약품공업(주)","자사 타제품＊으로 잘못 표기된 제품 발견에 따른 영업자 회수 (※  대한관류용멸균증류수)",N,20260323000000,20260224,200300245,1348500111,"8806451003407,8806451003414,8806451003506,8806451003513,8806451036504,8806451036511,8806451041201,8806451041218,8806451041225,8806451050906,8806451050913,8806451050920",200300245
