TYPE_NAME,MIX_TYPE,INGR_CODE,INGR_ENG_NAME,INGR_NAME,MIX_INGR,FORM_NAME,ITEM_SEQ,ITEM_NAME,ITEM_PERMIT_DATE,ENTP_NAME,CHART,CLASS_CODE,CLASS_NAME,ETC_OTC_NAME,MAIN_INGR,NOTIFICATION_DATE,PROHBT_CONTENT,REMARK,INGR_ENG_NAME_FULL,CHANGE_DATE
"투여기간주의","단일",D000083,Nimesulide,"니메술리드","","나정",199900649,"폰술리드정(니메술리드)(수출용)",19990629,"대우제약(주)","미황색의 원형 정제",01140,"해열.진통.소염제","전문의약품","[M082649]니메술리드",20150507,"","","Nimesulide(니메술리드)",20230905
"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","피부크림제",199900666,"데르민크림(프레드니카르베이트)",19990729,"대우제약(주)","백색의 크림제이다",02640,"진통.진양.수렴.소염제","전문의약품","[M084063]프레드니카르베이트",20190621,"","","Prednicarbate(프레드니카르베이트)",20210207
"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","피부크림제",199900830,"카르손크림0.25%(프레드니카르베이트)",19990304,"동성제약(주)","흰색의 크림",02640,"진통.진양.수렴.소염제","전문의약품","[M084063]프레드니카르베이트",20190621,"","","Prednicarbate(프레드니카르베이트)",20210207
"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","피부크림제",199901119,"더모프레드크림(프레드니카르베이트)",19990316,"(주)비보존제약","백색의 크림",02640,"진통.진양.수렴.소염제","전문의약품","[M084063]프레드니카르베이트",20190621,"","","Prednicarbate(프레드니카르베이트)",20210207
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","용액주사제",199901324,"동구디클로페낙나트륨주75mg(수출용)",19990507,"(주)동구바이오제약","무색 투명한 액이 든 갈색의 앰플제",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20230819
"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","피부크림제",199902723,"티티베크림(프레드니카르베이트)",19990520,"한미약품(주)","흰색의 크림제",02640,"진통.진양.수렴.소염제","전문의약품","[M084063]프레드니카르베이트",20190621,"","","Prednicarbate(프레드니카르베이트)",20210207
"투여기간주의","단일",D001309,Desoximetasone,"데속시메타손","","피부용겔제",199902754,"메타파손겔(데속시메타손)",19990422,"제이더블유신약(주)","흰색의 겔제",02640,"진통.진양.수렴.소염제","전문의약품","[M050197]데속시메타손",20190621,"","","Desoximetasone(데속시메타손)",20151005
"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","피부크림제",199902852,"보드미크림(프레드니카르베이트)",19991208,"(주)씨엠지제약","흰색의 크림제",02640,"진통.진양.수렴.소염제","전문의약품","[M084063]프레드니카르베이트",20190621,"","","Prednicarbate(프레드니카르베이트)",20210207
"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","피부크림제",199903668,"실케이드크림(프레드니카르베이트)",19990902,"(주)서울제약","백색의 크림제",02640,"진통.진양.수렴.소염제","전문의약품","[M084063]프레드니카르베이트",20190621,"","","Prednicarbate(프레드니카르베이트)",20210207
"투여기간주의","단일",D000203,"Ramosetron Hydrochloride","라모세트론염산염","","구강붕해정",199907135,"나제아오디정0.1mg(라모세트론염산염)",19991223,"한국다이이찌산쿄(주)","이 약은 둥근면이 엷은 적황색이고 평평한 면이 어두운 적황색으로 정상부가 편평한 반구상의 구강내붕해정이다.",02350,"최토제, 진토제","전문의약품","[M255325]라모세트론염산염",20150331,"","항암제 투여로 인한 구역 및 구토의 방지에 쓰는 제품에 한함","Ramosetron Hydrochloride(라모세트론염산염)",20141014
"투여기간주의","단일",D001308,Desonide,"데소니드","","피부로션제",199907218,"데스오웬로션0.05%(데소니드)",19990719,"갈더마코리아(주)","흰색 로션제",02640,"진통.진양.수렴.소염제","전문의약품","[M200279]데소니드",20190621,"","","Desonide(데소니드)",20160725
"투여기간주의","단일",D000506,"Diclofenac Beta-Dimethylaminoethanol","디클로페낙β-디메틸아미노에탄올","","용액주사제",200001074,"뉴페낙주사2밀리리터(디클로페낙β-디메틸아미노에탄올)",20001123,"아주약품(주)","미황색의 투명한 용액이 든 갈색앰플주사제",01140,"해열.진통.소염제","전문의약품","[M252249]디클로페낙β-디메틸아미노에탄올",20150507,"","","Diclofenac Beta-Dimethylaminoethanol(디클로페낙β-디메틸아미노에탄올)",20250415
"투여기간주의","단일",D001310,Prednicarbate,"프레드니카르베이트","","피부크림제",200001628,"베이드크림(프레드니카르베이트)(수출명:DERMASTOP)",20000428,"(주)동구바이오제약","흰색의 크림제",02640,"진통.진양.수렴.소염제","전문의약품","[M084063]프레드니카르베이트",20190621,"","","Prednicarbate(프레드니카르베이트)",20210207
"투여기간주의","단일",D000506,"Diclofenac Sodium","디클로페낙나트륨","","장용성필름코팅정",200001758,"파마디클로페낙나트륨정100밀리그램(수출용)",20000512,"(주)한국파마","황색의 타원형으로된 장용피정제(수출용 : 황색의 장방형으로 된 장용피 정제)",01140,"해열.진통.소염제","전문의약품","[M050288]디클로페낙나트륨",20150507,"","","Diclofenac Sodium(디클로페낙나트륨)",20260220
